地点名称,单位名称,前部-0x1E 可否刷怪(1可刷/2出击/空固定),前部-0x3C 未知-3C,前部-0x5A 未知-5A,前部-0x78 结构-78,前部-0x96 阵营(2普通红/3友方/4敌方),前部-0xB4 未知-B4,前部-0xD2 坐标行(1-based),前部-0xF0 坐标列(1-based),后部+0x1E 等级下限,后部+0x3C 等级上限(+10),后部+0x5A 未知+5A
ブネの歪巣 布涅的歪巢,輪極の蝕貝獣 轮极之蚀贝兽,,,,7,2,,f,a,48,52,1
ブネの歪巣 布涅的歪巢,連鎖の骸骨 连锁的骸骨,1,,,7,2,27,8,8,48,52,1
ブネの歪巣 布涅的歪巢,連鎖の骸骨 连锁的骸骨,,,,7,2,,5,12,48,52,1
ブネの歪巣 布涅的歪巢,連鎖の骸骨 连锁的骸骨,,,,,2,,,,48,52,1
ブネの歪巣 布涅的歪巢,希少な捕食箱 稀有的捕食箱,,,4,7,2,,7,d,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,1,,,7,2,29,a,f,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,,,,7,2,,e,f,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,,,,7,2,,10,e,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,,,,7,2,,10,10,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,,,2,7,2,,a,9,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,,,2,7,2,,b,9,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,,,2,7,2,,c,9,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,,,2,7,2,,a,d,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,,,2,7,2,,b,d,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,,,2,7,2,,c,d,48,52,1
歪みの滅妖駅 歪曲的灭妖车站,魔神マルファス 魔神马尔法斯,,1,2,,2,,,,4d,57,1
歪みの滅妖駅 歪曲的灭妖车站,魔神マルファス 魔神马尔法斯,,1,2,,2,,,,4e,58,1
歪みの滅妖駅 歪曲的灭妖车站,輪極の黒蛭蛇 轮极之黑蛭蛇,,,2,,2,,,,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,輪極の黒蛭蛇 轮极之黑蛭蛇,,,2,,2,,,,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,輪極の歪竜 轮极之歪龙,,,,7,2,,6,4,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,輪極の歪竜 轮极之歪龙,,,,7,2,,13,13,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,歪魔ボゥンオロス 歪魔邦奥罗斯,1,,,7,2,7,2,4,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,輪極の黒蛭蛇 轮极之黑蛭蛇,1,,,7,2,9,d,f,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,歪魔ボゥンオロス 歪魔邦奥罗斯,,,2,,2,,,,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,歪魔ボゥンオロス 歪魔邦奥罗斯,,,2,,2,,,,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,歪魔ボゥンオロス 歪魔邦奥罗斯,,,2,,2,,,,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,歪魔ボゥンオロス 歪魔邦奥罗斯,,,2,,2,,,,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,歪魔ボゥンオロス 歪魔邦奥罗斯,,,,7,2,,3,12,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,歪魔ボゥンオロス 歪魔邦奥罗斯,,,,7,2,,9,e,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,輪極の歪竜 轮极之歪龙,,,,7,2,,a,d,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,輪極の黒蛭蛇 轮极之黑蛭蛇,,,,7,2,,10,12,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,輪極の黒蛭蛇 轮极之黑蛭蛇,,,,7,2,,c,a,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,輪極の蝕貝獣 轮极之蚀贝兽,,,,7,2,,7,a,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,歪魔ボゥンオロス 歪魔邦奥罗斯,1,,,7,2,26,1,a,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,歪魔ボゥンオロス 歪魔邦奥罗斯,1,,,7,2,27,13,d,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,歪魔ボゥンオロス 歪魔邦奥罗斯,,,,7,2,,3,13,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,歪魔ボゥンオロス 歪魔邦奥罗斯,,,,7,2,,3,14,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,歪魔ボゥンオロス 歪魔邦奥罗斯,,,,7,2,,a,e,4c,56,1
歪みの滅妖駅 歪曲的灭妖车站,歪魔ボゥンオロス 歪魔邦奥罗斯,,,,7,2,,b,e,4c,56,1
千足の魔神列車 千足的魔神列车,魔神ボティス中枢 魔神波蒂斯中枢,,,2,7,2,,f,17,4f,55,1
千足の魔神列車 千足的魔神列车,霊魔ヴォヴィア 灵魔沃维亚,,,,7,2,,4,b,4e,55,1
千足の魔神列車 千足的魔神列车,霊魔ヴォヴィア 灵魔沃维亚,,,,7,2,,a,4,4e,55,1
千足の魔神列車 千足的魔神列车,霊魔ヴォヴィア 灵魔沃维亚,1,,,7,2,22,a,d,4e,55,1
千足の魔神列車 千足的魔神列车,霊魔ヴォヴィア 灵魔沃维亚,,,,7,2,,f,6,4e,55,1
千足の魔神列車 千足的魔神列车,霊魔ヴォヴィア 灵魔沃维亚,,,,,2,,,,4e,55,1
千足の魔神列車 千足的魔神列车,輪極の魔掌 轮极之魔掌,,,,7,2,,9,15,4e,55,1
千足の魔神列車 千足的魔神列车,輪極の魔掌 轮极之魔掌,,,,7,2,,b,15,4e,55,1
千足の魔神列車 千足的魔神列车,輪極の魔掌 轮极之魔掌,,,,7,2,,3,d,4e,55,1
千足の魔神列車 千足的魔神列车,輪極の魔掌 轮极之魔掌,,,,7,2,,5,d,4e,55,1
千足の魔神列車 千足的魔神列车,輪極の魔掌 轮极之魔掌,,,,7,2,,11,3,4e,55,1
千足の魔神列車 千足的魔神列车,歪魔ボゥンオロス 歪魔邦奥罗斯,,,,7,2,,9,14,4e,55,1
千足の魔神列車 千足的魔神列车,歪魔ボゥンオロス 歪魔邦奥罗斯,,,,7,2,,b,14,4e,55,1
千足の魔神列車 千足的魔神列车,歪魔ボゥンオロス 歪魔邦奥罗斯,,,,7,2,,3,f,4e,55,1
千足の魔神列車 千足的魔神列车,歪魔ボゥンオロス 歪魔邦奥罗斯,1,,,7,2,21,b,d,4e,55,1
千足の魔神列車 千足的魔神列车,歪魔ボゥンオロス 歪魔邦奥罗斯,,,,7,2,,10,b,4e,55,1
千足の魔神列車 千足的魔神列车,歪魔ボゥンオロス 歪魔邦奥罗斯,,,,,2,,,,4e,55,1
千足の魔神列車 千足的魔神列车,輪極の蝕貝獣 轮极之蚀贝兽,,,,7,2,,3,14,4e,55,1
千足の魔神列車 千足的魔神列车,輪極の蝕貝獣 轮极之蚀贝兽,,,,7,2,,5,14,4e,55,1
千足の魔神列車 千足的魔神列车,輪極の蝕貝獣 轮极之蚀贝兽,,,,7,2,,4,13,4e,55,1
千足の魔神列車 千足的魔神列车,輪極の蝕貝獣 轮极之蚀贝兽,,,,7,2,,a,6,4e,55,1
千足の魔神列車 千足的魔神列车,輪極の蝕貝獣 轮极之蚀贝兽,,,,7,2,,11,c,4e,55,1
千足の魔神列車 千足的魔神列车,上級悪魔ゴゴナウア 上级恶魔戈戈纳乌阿,,,,7,2,,4,14,4e,55,1
千足の魔神列車 千足的魔神列车,上級悪魔ゴゴナウア 上级恶魔戈戈纳乌阿,,,,7,2,,a,14,4e,55,1
千足の魔神列車 千足的魔神列车,歪魔ボゥンオロス 歪魔邦奥罗斯,1,,,7,2,20,9,d,4e,55,1
鼓炎嘯 鼓炎啸,魔神べリアル 魔神贝莉阿尔,,,2,7,2,,b,b,52,55,1
鼓炎嘯 鼓炎啸,鼓炎嘯の鮫蝋 鼓炎啸之鲛蜡,,,2,7,2,,3,13,51,55,1
鼓炎嘯 鼓炎啸,鼓炎嘯の鴉蝋 鼓炎啸之鸦蜡,,,2,7,2,,13,3,51,55,1
鼓炎嘯 鼓炎啸,鼓炎嘯の龍蝋 鼓炎啸之龙蜡,,,2,7,2,,13,13,51,55,1
鼓炎嘯 鼓炎啸,歪魔ボゥンジギ 歪魔邦吉吉,1,,,7,2,b,a,15,50,55,1
鼓炎嘯 鼓炎啸,歪魔ボゥンジギ 歪魔邦吉吉,1,,,7,2,f,8,8,50,55,1
鼓炎嘯 鼓炎啸,歪魔ボゥンジギ 歪魔邦吉吉,1,,,7,2,12,e,e,50,55,1
鼓炎嘯 鼓炎啸,歪魔ボゥンジギ 歪魔邦吉吉,,,,7,2,,1,8,50,55,1
鼓炎嘯 鼓炎啸,歪魔ボゥンジギ 歪魔邦吉吉,,,,7,2,,2,f,50,55,1
鼓炎嘯 鼓炎啸,歪魔ボゥンジギ 歪魔邦吉吉,,,,7,2,,8,12,50,55,1
鼓炎嘯 鼓炎啸,歪魔ボゥンジギ 歪魔邦吉吉,,,,7,2,,15,7,50,55,1
鼓炎嘯 鼓炎啸,歪魔ボゥンジギ 歪魔邦吉吉,,,,7,2,,f,3,50,55,1
鼓炎嘯 鼓炎啸,輪極の蝕樹 轮极之蚀树,1,,,7,2,7,1,a,50,55,1
鼓炎嘯 鼓炎啸,輪極の蝕樹 轮极之蚀树,1,,,7,2,8,1,c,50,55,1
鼓炎嘯 鼓炎啸,輪極の蝕樹 轮极之蚀树,1,,,7,2,d,15,a,50,55,1
鼓炎嘯 鼓炎啸,輪極の蝕樹 轮极之蚀树,1,,,7,2,e,15,c,50,55,1
鼓炎嘯 鼓炎啸,霊魔ヴォヴィア 灵魔沃维亚,1,,,7,2,a,c,1,50,55,1
鼓炎嘯 鼓炎啸,霊魔ヴォヴィア 灵魔沃维亚,1,,,7,2,10,8,e,50,55,1
鼓炎嘯 鼓炎啸,霊魔ヴォヴィア 灵魔沃维亚,,,,7,2,,2,e,50,55,1
鼓炎嘯 鼓炎啸,霊魔ヴォヴィア 灵魔沃维亚,,,,7,2,,9,4,50,55,1
鼓炎嘯 鼓炎啸,歪魔ボゥンオロス 歪魔邦奥罗斯,1,,,7,2,9,a,1,50,55,1
鼓炎嘯 鼓炎啸,歪魔ボゥンオロス 歪魔邦奥罗斯,1,,,7,2,c,c,15,50,55,1
鼓炎嘯 鼓炎啸,歪魔ボゥンオロス 歪魔邦奥罗斯,1,,,7,2,11,e,8,50,55,1
鼓炎嘯 鼓炎啸,歪魔ボゥンオロス 歪魔邦奥罗斯,,,,7,2,,15,8,50,55,1
鼓炎嘯 鼓炎啸,歪魔ボゥンオロス 歪魔邦奥罗斯,,,,7,2,,f,13,50,55,1
絶天縁の座 绝天缘之座,フィア＝イブラム 菲亚-伊布拉姆,,1,2,7,2,,3,7,25,2f,1
絶天縁の座 绝天缘之座,堕ちた蒼の結騎 堕落的苍之结骑,,1,2,7,2,,2,6,24,2e,1
絶天縁の座 绝天缘之座,堕ちた炎の結騎 堕落的炎之结骑,,1,2,7,2,,4,6,24,2e,1
絶天縁の座 绝天缘之座,堕ちた旋の結騎 堕落的旋之结骑,,1,2,7,2,,2,8,24,2e,1
絶天縁の座 绝天缘之座,堕ちた脈の結騎 堕落的脉之结骑,,1,2,7,2,,4,8,24,2e,1
絶天縁の座 绝天缘之座,闇穿華兵 暗穿华兵,1,,,7,2,4,9,3,23,2d,1
絶天縁の座 绝天缘之座,狂ったウンディーネ 疯狂的温蒂妮,1,,,7,2,5,9,b,23,2d,1
絶天縁の座 绝天缘之座,イル＝レブルドル 伊尔-雷布尔多尔,,,,7,2,,a,d,23,2d,1
絶天縁の座 绝天缘之座,狂ったジルニー 疯狂的吉尔尼,,,,7,2,,d,1,23,2d,1
絶天縁の座 绝天缘之座,破裂飢狼 破裂饥狼,,,,7,2,,c,c,23,2d,1
絶天縁の座 绝天缘之座,悪しき精霊師 邪恶的精灵师,,,,7,2,,9,8,23,2d,1
絶天縁の座 绝天缘之座,狂える男 发狂的男人,,,,7,2,,a,6,23,2d,1
魔シキ封錬ノ塔茎 魔式封炼之塔茎,魔シキ封錬ノ匠 魔式封炼之匠,,,2,7,2,,e,6,26,30,1
魔シキ封錬ノ塔茎 魔式封炼之塔茎,絶怨ノ術師 绝怨之术师,,1,2,7,2,,9,6,25,2f,1
魔シキ封錬ノ塔茎 魔式封炼之塔茎,絶怨ノ皇子 绝怨之皇子,,1,2,7,2,,9,8,25,2f,1
魔シキ封錬ノ塔茎 魔式封炼之塔茎,悪しき精霊師 邪恶的精灵师,,,,7,2,,4,c,24,2e,1
魔シキ封錬ノ塔茎 魔式封炼之塔茎,闇穿華兵 暗穿华兵,,,,7,2,,b,d,24,2e,1
魔シキ封錬ノ塔茎 魔式封炼之塔茎,狂ったウンディーネ 疯狂的温蒂妮,,,,7,2,,3,d,24,2e,1
魔シキ封錬ノ塔茎 魔式封炼之塔茎,イル＝レブルドル 伊尔-雷布尔多尔,,,,7,2,,5,2,24,2e,1
魔シキ封錬ノ塔茎 魔式封炼之塔茎,狂ったジルニー 疯狂的吉尔尼,,,,7,2,,e,9,24,2e,1
魔シキ封錬ノ塔茎 魔式封炼之塔茎,堕心の腐弓兵 堕心之腐弓兵,,,,7,2,,4,1,24,2e,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,ルーン＝ラクスミウ 卢恩-拉克丝米乌,,1,2,7,2,,3,9,28,32,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,フィア＝イブラム 菲亚-伊布拉姆,,1,2,,2,,,,27,31,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,堕ちた蒼の結騎 堕落的苍之结骑,,1,2,,2,,,,26,30,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,堕ちた炎の結騎 堕落的炎之结骑,,1,2,,2,,,,26,30,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,堕ちた旋の結騎 堕落的旋之结骑,,1,2,,2,,,,26,30,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,堕ちた脈の結騎 堕落的脉之结骑,,1,2,,2,,,,26,30,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,フェルルースピリト 费尔鲁斯皮里托,,,,7,2,,b,10,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,センタルア・イブ 森塔尔亚·伊布,,,,7,2,,c,9,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,トレトメイデン 特雷特少女,,,,7,2,,14,11,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,イル＝レブルドル 伊尔-雷布尔多尔,1,,,7,2,10,e,6,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,フェルルースピリト 费尔鲁斯皮里托,1,,,7,2,11,e,c,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,フェルルースピリト 费尔鲁斯皮里托,1,,,7,2,12,12,6,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,フェルルースピリト 费尔鲁斯皮里托,1,,,7,2,13,12,c,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,破裂飢狼 破裂饥狼,1,,,7,2,10,e,6,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,センタルア・イブ 森塔尔亚·伊布,1,,,7,2,11,e,c,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,破裂飢狼 破裂饥狼,1,,,7,2,12,12,6,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,センタルア・イブ 森塔尔亚·伊布,1,,,7,2,13,12,c,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,狂ったジルニー 疯狂的吉尔尼,1,,,7,2,10,e,6,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,イル＝レブルドル 伊尔-雷布尔多尔,1,,,7,2,11,e,c,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,狂ったジルニー 疯狂的吉尔尼,1,,,7,2,12,12,6,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,トレトメイデン 特雷特少女,1,,,7,2,13,12,c,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,フェルルースピリト 费尔鲁斯皮里托,,,,7,2,,d,6,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,イル＝レブルドル 伊尔-雷布尔多尔,,,,7,2,,d,7,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,破裂飢狼 破裂饥狼,,,,7,2,,d,b,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,フェルルースピリト 费尔鲁斯皮里托,,,,7,2,,d,c,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,フェルルースピリト 费尔鲁斯皮里托,,,,7,2,,15,11,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,魔シキ封錬ノ匠 魔式封炼之匠,,,,7,2,,9,9,25,2f,1
ルーン＝ラクスミウ 卢恩-拉克丝米乌,魔シキ封錬ノ匠 魔式封炼之匠,,,,7,2,,12,7,25,2f,1
ヴィネヘデス遺跡 维内赫德斯遗迹,魔シキ一族ノ害妃 魔式一族的祸妃,,,2,7,2,,2,2,21,2b,1
ヴィネヘデス遺跡 维内赫德斯遗迹,剛像ヴァルガルム 刚像瓦尔加尔姆,,,,7,2,,7,7,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,剛像ヴァルガルム 刚像瓦尔加尔姆,,,,7,2,,9,7,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,剛像ヴァルガルム 刚像瓦尔加尔姆,,,,7,2,,b,7,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,狂える男 发狂的男人,,,,7,2,,3,e,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,魔導銃を持つ男 持魔导枪的男人,,,,7,2,,1,e,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,水棲獣ピュネス 水栖兽皮内斯,,,,7,2,,5,6,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,水棲獣ピュネス 水栖兽皮内斯,,,,7,2,,c,1,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,ストームドラゴン 风暴龙,,,,7,2,,9,6,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,破裂飢狼 破裂饥狼,,,,7,2,,2,b,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,悪しき精霊師 邪恶的精灵师,,,,7,2,,5,b,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,狂ったウンディーネ 疯狂的温蒂妮,,,,7,2,,3,b,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,水棲獣ピュネス 水栖兽皮内斯,,,,7,2,,6,c,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,角蜥蜴リザミロドン 角蜥蜴利扎米罗顿,,,,7,2,,a,2,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,凶悪な捕食箱 凶恶的捕食箱,,,,7,2,,8,a,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,水棲獣ピュネス 水栖兽皮内斯,,,,7,2,,1,1,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,剛像ヴァルガルム 刚像瓦尔加尔姆,,,,7,2,,3,1,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,狂ったジルニー 疯狂的吉尔尼,,,,7,2,,2,1,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,ストームドラゴン 风暴龙,,,,7,2,,b,5,20,2a,1
ヴィネヘデス遺跡 维内赫德斯遗迹,水棲獣ピュネス 水栖兽皮内斯,,,,7,2,,3,6,20,2a,1
封錬ノ城 封炼之城,水棲獣ピュネス 水栖兽皮内斯,,,,7,2,,9,1,21,2b,1
封錬ノ城 封炼之城,グレーターデーモン 大恶魔,,,,7,2,,c,5,21,2b,1
封錬ノ城 封炼之城,堕心の腐弓兵 堕心之腐弓兵,,,,7,2,,6,d,21,2b,1
封錬ノ城 封炼之城,ストーンゴーレム 石魔像,,,,7,2,,c,d,21,2b,1
封錬ノ城 封炼之城,エーグ狩猟種 埃古狩猎种,,,,7,2,,8,9,21,2b,1
封錬ノ城 封炼之城,剛像ヴァルガルム 刚像瓦尔加尔姆,,,,7,2,,4,8,21,2b,1
封錬ノ城 封炼之城,狩猟骸骨 狩猎骸骨,,,,7,2,,7,f,21,2b,1
封錬ノ城 封炼之城,トレトメイデン 特雷特少女,,,,7,2,,a,4,21,2b,1
封錬ノ城 封炼之城,悪しき精霊師 邪恶的精灵师,,,,7,2,,4,10,21,2b,1
封錬ノ城 封炼之城,魔導銃を持つ男 持魔导枪的男人,,,,7,2,,2,d,21,2b,1
封錬ノ城 封炼之城,凶悪な捕食箱 凶恶的捕食箱,,,4,7,2,,1,8,21,2b,1
封錬ノ大祭壇 封炼之大祭坛,封錬後継者ガイダル 封炼后继者盖达鲁,,,2,7,2,,3,4,23,2d,1
封錬ノ大祭壇 封炼之大祭坛,堕心の腐弓兵 堕心之腐弓兵,,,2,7,2,,6,2,22,2c,1
封錬ノ大祭壇 封炼之大祭坛,狩猟骸骨 狩猎骸骨,,,,7,2,,a,6,22,2c,1
封錬ノ大祭壇 封炼之大祭坛,堕心の腐弓兵 堕心之腐弓兵,,,2,7,2,,6,6,22,2c,1
封錬ノ大祭壇 封炼之大祭坛,水棲獣ピュネス 水栖兽皮内斯,,,,7,2,,7,9,22,2c,1
封錬ノ大祭壇 封炼之大祭坛,狩猟骸骨 狩猎骸骨,,,,7,2,,b,a,22,2c,1
封錬ノ大祭壇 封炼之大祭坛,破裂飢狼 破裂饥狼,,,,7,2,,6,4,22,2c,1
封錬ノ大祭壇 封炼之大祭坛,グレーターデーモン 大恶魔,,,,7,2,,b,4,22,2c,1
封錬ノ大祭壇 封炼之大祭坛,狩猟骸骨 狩猎骸骨,1,,,7,2,21,2,3,22,2c,1
封錬ノ大祭壇 封炼之大祭坛,狩猟骸骨 狩猎骸骨,1,,,7,2,22,2,5,22,2c,1
瀑布の川 瀑布之川,木精ニルユイチリ 木精尼尔由伊奇利,,,,7,2,,c,2,23,2d,1
瀑布の川 瀑布之川,木精ネミルユイチリ 木精内米尔由伊奇利,,,,7,2,,b,1,23,2d,1
瀑布の川 瀑布之川,木精ネミルユイチリ 木精内米尔由伊奇利,,,,7,2,,b,3,23,2d,1
瀑布の川 瀑布之川,木精ネミルユイチリ 木精内米尔由伊奇利,,,,7,2,,a,b,23,2d,1
瀑布の川 瀑布之川,ラヴェニゥス 拉维纽斯,1,,,7,2,6,9,3,23,2c,1
瀑布の川 瀑布之川,ラヴェニゥス 拉维纽斯,,,,7,2,,7,5,23,2c,1
瀑布の川 瀑布之川,ラヴェニゥス 拉维纽斯,,,,7,2,,8,1,23,2c,1
瀑布の川 瀑布之川,ラヴェニゥス 拉维纽斯,,,,7,2,,4,7,23,2c,1
瀑布の川 瀑布之川,ラヴェニゥス 拉维纽斯,,,,7,2,,4,8,23,2c,1
瀑布の川 瀑布之川,ラヴェニゥス 拉维纽斯,,,,7,2,,4,9,23,2c,1
瀑布の川 瀑布之川,貝獣アンキロセラス 贝兽安基洛塞拉斯,1,,,7,2,4,7,11,23,2c,1
瀑布の川 瀑布之川,貝獣アンキロセラス 贝兽安基洛塞拉斯,,,,7,2,,c,10,23,2c,1
瀑布の川 瀑布之川,水棲獣ピュネス 水栖兽皮内斯,1,,,7,2,8,b,14,23,2c,1
瀑布の川 瀑布之川,水棲獣ピュネス 水栖兽皮内斯,1,,,7,2,5,a,11,23,2c,1
瀑布の川 瀑布之川,水精ウンディーネ 水精温蒂妮,1,,,7,2,7,6,13,23,2c,1
瀑布の川 瀑布之川,ストームドラゴン 风暴龙,,,,7,2,,6,c,23,2c,1
瀑布の川 瀑布之川,ストームドラゴン 风暴龙,,,,7,2,,5,6,23,2c,1
瀑布の川 瀑布之川,木精ネミルユイチリ 木精内米尔由伊奇利,,,,7,2,,4,a,23,2c,1
蒼涙の洞窟 苍泪洞窟,水雪ベコガノ 水雪贝科加诺,1,,,7,2,3,c,6,23,2d,1
蒼涙の洞窟 苍泪洞窟,水雪ベコガノ 水雪贝科加诺,,,,7,2,,6,c,23,2d,1
蒼涙の洞窟 苍泪洞窟,水棲獣ピュネス 水栖兽皮内斯,,,,7,2,,6,1,23,2d,1
蒼涙の洞窟 苍泪洞窟,這竜リムドラギル 爬龙利姆德拉吉尔,,,,7,2,,1,c,23,2d,1
蒼涙の洞窟 苍泪洞窟,貝獣アンキロセラス 贝兽安基洛塞拉斯,,,,7,2,,7,a,23,2d,1
蒼涙の洞窟 苍泪洞窟,鎚使霊 锤使灵,,,,7,2,,8,2,23,2d,1
蒼涙の洞窟 苍泪洞窟,大天使ゴスハザ 大天使戈斯哈扎,,,,7,2,,7,6,23,2d,1
蒼涙の洞窟 苍泪洞窟,籠魅魔霊 笼魅魔灵,1,,,7,2,4,1,f,23,2d,1
蒼涙の洞窟 苍泪洞窟,籠魅魔霊 笼魅魔灵,,,,7,2,,b,10,23,2d,1
蒼涙の洞窟 苍泪洞窟,大天使ゴスハザ 大天使戈斯哈扎,,,,7,2,,c,f,23,2d,1
蒼涙の洞窟 苍泪洞窟,希少な捕食箱 稀有的捕食箱,,,4,7,2,,c,d,23,2d,1
蒼涙の洞窟 苍泪洞窟,貝獣アンキロセラス 贝兽安基洛塞拉斯,1,,,7,2,27,8,f,23,2d,1
蒼涙の洞窟 苍泪洞窟,水雪ベコガノ 水雪贝科加诺,,,,7,2,,7,f,23,2d,1
蒼涙の洞窟 苍泪洞窟,水雪ベコガノ 水雪贝科加诺,,,,7,2,,6,10,23,2d,1
蒼涙の洞窟 苍泪洞窟,籠魅魔霊 笼魅魔灵,,,,7,2,,7,10,23,2d,1
荒廃した聖地 荒废的圣地,先史遺物改修機 先史遗物改修机,,,2,7,2,,2,3,25,2f,1
荒廃した聖地 荒废的圣地,砂塵ノセイフクシャ 砂尘之征服者,1,,,7,2,c,5,a,24,2e,1
荒廃した聖地 荒废的圣地,砂塵ノセイフクシャ 砂尘之征服者,,,,7,2,,6,c,24,2e,1
荒廃した聖地 荒废的圣地,砂塵ノセイフクシャ 砂尘之征服者,,,,7,2,,8,a,24,2e,1
荒廃した聖地 荒废的圣地,砂塵ノセイフクシャ 砂尘之征服者,,,,7,2,,3,8,24,2e,1
荒廃した聖地 荒废的圣地,狩猟骸骨 狩猎骸骨,1,,,7,2,d,c,8,24,2e,1
荒廃した聖地 荒废的圣地,狩猟骸骨 狩猎骸骨,,,,7,2,,f,9,24,2e,1
荒廃した聖地 荒废的圣地,封錬機フォトノル 封炼机佛托诺尔,,,,7,2,,a,1,24,2e,1
荒廃した聖地 荒废的圣地,封錬機フォトノル 封炼机佛托诺尔,,,,7,2,,13,7,24,2e,1
荒廃した聖地 荒废的圣地,封錬の石巨人 封炼的石巨人,,,,7,2,,c,3,24,2e,1
荒廃した聖地 荒废的圣地,封錬の石巨人 封炼的石巨人,,,,7,2,,12,b,24,2e,1
荒廃した聖地 荒废的圣地,センタルア・イブ 森塔尔亚·伊布,,,,7,2,,f,13,24,2e,1
