来源,单位id,单位名,TID,文案(日),文案(中),训练名串地址,6c5595,6c55f9 前置要求,6c565d 数量,6c56c1 类型 - 种族,6c5725 类型 - 性别,6c5789 类型 - 属性,6c57ed 等级,6c589f,6c58a7,6c58a8,6c58ae,6c58af,6c58b0,6c58b6,6c58b7,6c58b8,6c58be,6c58bf,6c58c7,6c58ce,6c58cf,6c5c53,6c5c5f,6c5c6b,6c5c6c,6c5c77,6c5c78,6c5c83,6c5c84,6c5c90,6c5c91,6c5c9c,6c5c9d,6c5ca9,6c5caa,6c5cb5,6c5cb6,6c5cb7,6c5cc1,6c5cc2,6c5cc3,6c5ccd,6c5cce,6c5ccf,6c5cda,6c5cdb,6c5cdc,6c5ce7,6c5ce8,6c5cf3,6c5cf4,6c5cff,6c5d00,6c5d01,6c5d0c,6c5d0d,6c5d18,6c5d19,6c5d24,6c5d25,6c5d30,6c5d31,6c5d32,6c5d3d,6c5d3e,6c5d49,6c5d4a,6c5d56,6c5d57,6c5d62,6c5d63,6c5d6e,6c5d6f,6c5d7b,6c5d7c,6c5d87,6c5d88,6c5d93,6c5d94,6c5d9f,6c5da0,6c5da1,6c5dac,6c5dae,6c5db9,6c5dba,6c5dc6,6c5dd2,6c5dea,6c5ded,6c5df6,6c5df9,6c5e02,6c5e0f,6c5e1b,6c5e1c,6c5e1f,6c5e21,6c5e27,6c5e29,6c5e2c,6c5e2e,6c5e36,6c5e3d,6c5e43,6c5e4f,6c5e5c,6c5e68,6c5e75,6c5e81,6c5e8e,6c5e9a,6c5ea7,6c5eb3,6c5ec0,6c5ecc,6c5ed9,6c6085 效果 - 技能,属性(解码)
DRINIT.txt,37,霊虚二舞イ人ノ傀,2c,★４以上の魔獣　×２,★４以上的魔兽　×２,1d4bc,1b8,2b,2,9,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,2d,★２以上の幻獣　×４,★２以上的幻兽　×４,1d4bd,1c2,,4,a,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,2e,★３以上の幻獣　×３,★３以上的幻兽　×３,1d4be,1cc,2d,3,a,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,2f,★４以上の幻獣　×２,★４以上的幻兽　×２,1d4bf,1d6,2e,2,a,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,30,★５　×１,,1d4c0,1e0,2,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,31,★２以上の一般　×４,★２以上的一般　×４,1d4c1,1ea,,4,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,32,★４以上の一般　×２,★４以上的一般　×２,1d4c2,1f4,35,2,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,33,★１以上　×３,,1d4c3,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15f,
DRINIT.txt,37,霊虚二舞イ人ノ傀,34,★２以上の一般　×４,★２以上的一般　×４,1d4c4,1ed,31,4,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,35,★３以上の一般　×３,★３以上的一般　×３,1d4c5,1f0,34,3,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,36,★２以上　×３,,1d4c6,6,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a5,
$3$DRINIT.txt,37,霊虚二舞イ人ノ傀,37,★４以上の鬼　×５,★４以上的鬼　×５,1d4c7,226,15,5,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,
$3$DRINIT.txt,37,霊虚二舞イ人ノ傀,38,★３以上の精霊　×５,★３以上的精灵　×５,1d4c8,230,17,5,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,
$3$DRINIT.txt,37,霊虚二舞イ人ノ傀,39,★３以上の巨人　×５,★３以上的巨人　×５,1d4c9,23a,21,5,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,
$3$DRINIT.txt,37,霊虚二舞イ人ノ傀,3a,★３以上の創造　×５,★３以上的创造　×５,1d4ca,244,24,5,d,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,
$3$DRINIT.txt,37,霊虚二舞イ人ノ傀,3b,★５　×１０,,1d4cb,24e,30,a,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
$3$DRINIT.txt,37,霊虚二舞イ人ノ傀,3c,★５の女性　×５,★５的女性　×５,1d4cc,258,b,5,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,1,★２以上の男性　×４,★２以上的男性　×４,1d491,a,,4,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21e,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,2,★４以上の男性　×２,★４以上的男性　×２,1d492,14,1,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21f,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,3,★５の男性　×１,★５的男性　×１,1d493,1e,2,1,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,4,★１以上の男性　×５,★１以上的男性　×５,1d494,28,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,5,★３以上の男性　×３,★３以上的男性　×３,1d495,32,4,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,6,★２以上の男性　×４,★２以上的男性　×４,1d496,3c,,4,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,7,★３以上の男性　×３,★３以上的男性　×３,1d497,46,6,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,8,★４以上の男性　×２,★４以上的男性　×２,1d498,50,7,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,9,★１以上の男性　×５,★１以上的男性　×５,1d499,5a,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,a,★２以上の男性　×４,★２以上的男性　×４,1d49a,64,9,4,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,b,★３以上の男性　×３,★３以上的男性　×３,1d49b,6e,a,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,c,地脈属性　×３,地脉属性　×３,1d49c,78,,3,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地脉
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,d,冷却属性　×３,冷却属性　×３,1d49d,82,,3,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冷却
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,e,火炎属性　×３,火炎属性　×３,1d49e,8c,,3,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,火炎
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,f,電撃属性　×３,电击属性　×３,1d49f,96,,3,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电击
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,10,神聖属性　×５,神圣属性　×５,1d4a0,a0,,5,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,神圣
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,11,神聖属性　×１０,神圣属性　×１０,1d4a1,aa,10,a,,,6,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,神圣
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,12,★２以上の鬼　×４,★２以上的鬼　×４,1d4a2,b4,,4,4,,,1,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,13,★３以上の鬼　×３,★３以上的鬼　×３,1d4a3,be,12,3,4,,,2,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,14,★１以上の精霊　×５,★１以上的精灵　×５,1d4a4,c8,,5,6,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,15,★２以上の精霊　×４,★２以上的精灵　×４,1d4a5,d2,14,4,6,,,1,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,16,★３以上の精霊　×３,★３以上的精灵　×３,1d4a6,dc,15,3,6,,,2,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,17,★４以上の精霊　×２,★４以上的精灵　×２,1d4a7,e6,16,2,6,,,3,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,18,★５　×１,,1d4a8,f0,17,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,19,★１以上の亜人　×５,★１以上的亚人　×５,1d4a9,fa,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,1a,★３以上の亜人　×３,★３以上的亚人　×３,1d4aa,104,19,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,1b,★１以上の不死　×５,★１以上的不死　×５,1d4ab,10e,,5,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,1c,★２以上の不死　×４,★２以上的不死　×４,1d4ac,118,1b,4,c,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,1d,★３以上の不死　×３,★３以上的不死　×３,1d4ad,122,1c,3,c,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,1e,★１以上の創造　×５,★１以上的创造　×５,1d4ae,12c,,5,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,1f,★２以上の創造　×４,★２以上的创造　×４,1d4af,136,1e,4,d,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,20,★３以上の創造　×３,★３以上的创造　×３,1d4b0,140,1f,3,d,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,21,★１以上の霊体　×５,★１以上的灵体　×５,1d4b1,14a,,5,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,22,★２以上の霊体　×４,★２以上的灵体　×４,1d4b2,154,21,4,b,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,23,★３以上の霊体　×３,★３以上的灵体　×３,1d4b3,15e,22,3,b,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,24,★４以上の霊体　×２,★４以上的灵体　×２,1d4b4,168,23,2,b,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,25,★５　×１,,1d4b5,172,24,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,26,★１以上の天使　×５,★１以上的天使　×５,1d4b6,17c,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,27,★２以上の天使　×４,★２以上的天使　×４,1d4b7,186,26,4,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,28,★３以上の天使　×３,★３以上的天使　×３,1d4b8,190,27,3,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,29,★４以上の天使　×２,★４以上的天使　×２,1d4b9,19a,28,2,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,2a,★５　×１,,1d4ba,1a4,29,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,2b,★１以上の魔獣　×５,★１以上的魔兽　×５,1d4bb,1ae,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,2c,★２以上の魔獣　×４,★２以上的魔兽　×４,1d4bc,1b8,2b,4,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,2d,★３以上の魔獣　×３,★３以上的魔兽　×３,1d4bd,1c2,2c,3,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,2e,★２以上の幻獣　×４,★２以上的幻兽　×４,1d4be,1cc,,4,a,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,2f,★３以上の幻獣　×３,★３以上的幻兽　×３,1d4bf,1d6,2e,3,a,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,30,★５　×１,,1d4c0,1e0,2,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,31,★２以上の一般　×４,★２以上的一般　×４,1d4c1,1ea,,4,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,32,★４以上の一般　×２,★４以上的一般　×２,1d4c2,1f4,35,2,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,33,★１以上　×３,,1d4c3,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15f,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,34,★２以上の一般　×４,★２以上的一般　×４,1d4c4,1ed,31,4,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,35,★３以上の一般　×３,★３以上的一般　×３,1d4c5,1f0,34,3,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,38,愛ヲ模リ咲ヒメル傀,36,★２以上　×３,,1d4c6,6,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a5,
