地图号,地图名,点序号,列,行,类型,跟随1,跟随2,跟随3
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,23,1,6,29(枯萎的嫩芽),a,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,24,b,7,29(枯萎的嫩芽),a,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,25,7,d,29(枯萎的嫩芽),a,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,26,1,10,29(枯萎的嫩芽),a,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,27,1,9,8(宝物堆),c9,f,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,28,b,10,f(治愈点),,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,29,e,b,5(刷怪旋涡),1,5,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,30,e,7,5(刷怪旋涡),1,5,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,31,1,3,f(治愈点),,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,32,7,b,f(治愈点),,,
f2,ルベータ石灰棚 卢贝塔石灰台地,0,7,e,3c,,,
f2,ルベータ石灰棚 卢贝塔石灰台地,1,9,5,22,,,
f2,ルベータ石灰棚 卢贝塔石灰台地,2,3,9,22,,,
f2,ルベータ石灰棚 卢贝塔石灰台地,3,c,d,22,,,
105,モルツィオーネ城 莫尔齐奥内城,0,a,7,2(出击门),,,
105,モルツィオーネ城 莫尔齐奥内城,1,12,12,2(出击门),,,
105,モルツィオーネ城 莫尔齐奥内城,2,a,1,1a,2,3,10
105,モルツィオーネ城 莫尔齐奥内城,3,2,2,1a,2,5,a
105,モルツィオーネ城 莫尔齐奥内城,4,3,2,1a,2,5,a
105,モルツィオーネ城 莫尔齐奥内城,5,a,9,1a,2,4,b
105,モルツィオーネ城 莫尔齐奥内城,6,6,c,1a,2,4,b
105,モルツィオーネ城 莫尔齐奥内城,7,7,c,1a,2,4,b
105,モルツィオーネ城 莫尔齐奥内城,8,9,9,1a,2,4,b
105,モルツィオーネ城 莫尔齐奥内城,9,b,9,1a,2,4,b
105,モルツィオーネ城 莫尔齐奥内城,10,a,11,1a,2,3,10
105,モルツィオーネ城 莫尔齐奥内城,11,2,9,1a,2,3,10
105,モルツィオーネ城 莫尔齐奥内城,12,1,2,20(挖掘点),1e,6,
105,モルツィオーネ城 莫尔齐奥内城,13,a,d,20(挖掘点),1e,6,
105,モルツィオーネ城 莫尔齐奥内城,14,9,13,20(挖掘点),1e,6,
105,モルツィオーネ城 莫尔齐奥内城,15,b,13,20(挖掘点),1e,6,
105,モルツィオーネ城 莫尔齐奥内城,16,6,3,1c,f,,
105,モルツィオーネ城 莫尔齐奥内城,17,a,4,1c,f,,
105,モルツィオーネ城 莫尔齐奥内城,18,3,c,1c,f,,
105,モルツィオーネ城 莫尔齐奥内城,19,12,9,1c,f,,
105,モルツィオーネ城 莫尔齐奥内城,20,d,f,1c,f,,
105,モルツィオーネ城 莫尔齐奥内城,21,4,9,2a(破损的石碑),14,,
105,モルツィオーネ城 莫尔齐奥内城,22,10,9,2a(破损的石碑),14,,
105,モルツィオーネ城 莫尔齐奥内城,23,a,13,2a(破损的石碑),14,,
105,モルツィオーネ城 莫尔齐奥内城,24,10,13,2a(破损的石碑),14,,
105,モルツィオーネ城 莫尔齐奥内城,25,2,5,17(陷阱),2,,
105,モルツィオーネ城 莫尔齐奥内城,26,3,5,17(陷阱),2,,
105,モルツィオーネ城 莫尔齐奥内城,27,6,7,17(陷阱),2,,
105,モルツィオーネ城 莫尔齐奥内城,28,7,8,17(陷阱),2,,
105,モルツィオーネ城 莫尔齐奥内城,29,e,7,17(陷阱),2,,
105,モルツィオーネ城 莫尔齐奥内城,30,d,8,17(陷阱),2,,
105,モルツィオーネ城 莫尔齐奥内城,31,6,f,17(陷阱),2,,
105,モルツィオーネ城 莫尔齐奥内城,32,7,f,17(陷阱),2,,
105,モルツィオーネ城 莫尔齐奥内城,33,e,2,8(宝物堆),d3,1,
105,モルツィオーネ城 莫尔齐奥内城,34,e,3,8(宝物堆),18b,3,
105,モルツィオーネ城 莫尔齐奥内城,35,2,7,f(治愈点),,,
105,モルツィオーネ城 莫尔齐奥内城,36,11,8,f(治愈点),,,
105,モルツィオーネ城 莫尔齐奥内城,37,6,12,f(治愈点),,,
105,モルツィオーネ城 莫尔齐奥内城,38,e,11,f(治愈点),,,
105,モルツィオーネ城 莫尔齐奥内城,39,c,3,10,,,
105,モルツィオーネ城 莫尔齐奥内城,40,12,10,d,,,
105,モルツィオーネ城 莫尔齐奥内城,41,12,f,7,afb,1,
119,天土の竜石橋 天土龙石桥,0,e,7,2(出击门),,,
119,天土の竜石橋 天土龙石桥,1,6,3,1f(采集点),20,4,
119,天土の竜石橋 天土龙石桥,2,6,6,1f(采集点),20,7,
119,天土の竜石橋 天土龙石桥,3,6,7,20(挖掘点),20,7,
119,天土の竜石橋 天土龙石桥,4,3,6,20(挖掘点),20,7,
119,天土の竜石橋 天土龙石桥,5,a,1,1c,10,,
119,天土の竜石橋 天土龙石桥,6,13,1,1c,10,,
119,天土の竜石橋 天土龙石桥,7,10,4,1c,11,,
119,天土の竜石橋 天土龙石桥,8,f,5,1c,11,,
119,天土の竜石橋 天土龙石桥,9,11,7,1c,11,,
119,天土の竜石橋 天土龙石桥,10,5,2,2a(破损的石碑),14,,
119,天土の竜石橋 天土龙石桥,11,8,9,2a(破损的石碑),14,,
119,天土の竜石橋 天土龙石桥,12,b,9,2a(破损的石碑),14,,
119,天土の竜石橋 天土龙石桥,13,4,9,2a(破损的石碑),14,,
119,天土の竜石橋 天土龙石桥,14,10,1,2a(破损的石碑),14,,
119,天土の竜石橋 天土龙石桥,15,12,9,2a(破损的石碑),14,,
119,天土の竜石橋 天土龙石桥,16,2,8,9,,,
119,天土の竜石橋 天土龙石桥,17,13,7,8(宝物堆),833,2,
119,天土の竜石橋 天土龙石桥,18,11,4,8(宝物堆),1f8,3,
119,天土の竜石橋 天土龙石桥,19,d,7,f(治愈点),,,
119,天土の竜石橋 天土龙石桥,20,13,6,21,23,,
11a,府幻の祠 府幻之祠,0,5,1,1f(采集点),6,,
11a,府幻の祠 府幻之祠,1,2,8,20(挖掘点),21,7,
11a,府幻の祠 府幻之祠,2,e,6,20(挖掘点),21,6,
11a,府幻の祠 府幻之祠,3,4,4,1c,11,,
11a,府幻の祠 府幻之祠,4,2,6,1c,11,,
11a,府幻の祠 府幻之祠,5,7,1,2a(破损的石碑),14,,
11a,府幻の祠 府幻之祠,6,6,4,2b,28,,
11a,府幻の祠 府幻之祠,7,1,a,2c,50,,
11a,府幻の祠 府幻之祠,8,7,5,9,,,
11a,府幻の祠 府幻之祠,9,b,9,9,,,
11a,府幻の祠 府幻之祠,10,6,d,9,,,
11a,府幻の祠 府幻之祠,11,1,c,9,,,
11a,府幻の祠 府幻之祠,12,5,5,b,,,
11a,府幻の祠 府幻之祠,13,5,b,b,,,
11a,府幻の祠 府幻之祠,14,d,9,b,,,
11a,府幻の祠 府幻之祠,15,9,5,22,,,
11a,府幻の祠 府幻之祠,16,b,b,22,,,
11a,府幻の祠 府幻之祠,17,3,c,22,,,
11a,府幻の祠 府幻之祠,18,c,d,f(治愈点),,,
11a,府幻の祠 府幻之祠,19,c,d,10,,,
11a,府幻の祠 府幻之祠,20,1,6,8(宝物堆),83e,1,
11a,府幻の祠 府幻之祠,21,1,3,8(宝物堆),130,1,
11a,府幻の祠 府幻之祠,22,2,3,8(宝物堆),967,1,
11a,府幻の祠 府幻之祠,23,8,6,f(治愈点),,,
11a,府幻の祠 府幻之祠,24,9,9,d,,,
11a,府幻の祠 府幻之祠,25,8,9,7,a2f,1,
11a,府幻の祠 府幻之祠,26,f,1,8(宝物堆),d4,2,
11a,府幻の祠 府幻之祠,27,f,2,8(宝物堆),18a,2,
11a,府幻の祠 府幻之祠,28,f,3,8(宝物堆),12f,2,
11a,府幻の祠 府幻之祠,29,a,8,f(治愈点),,,
11b,府幻の環状列石 府幻的环状列石,0,2,6,20(挖掘点),5,,
11b,府幻の環状列石 府幻的环状列石,1,9,4,20(挖掘点),22,6,
11b,府幻の環状列石 府幻的环状列石,2,8,d,1c,10,,
11b,府幻の環状列石 府幻的环状列石,3,c,b,1c,10,,
11b,府幻の環状列石 府幻的环状列石,4,2,8,1c,10,,
11b,府幻の環状列石 府幻的环状列石,5,1,7,29(枯萎的嫩芽),a,,
11b,府幻の環状列石 府幻的环状列石,6,f,7,29(枯萎的嫩芽),a,,
11b,府幻の環状列石 府幻的环状列石,7,3,e,29(枯萎的嫩芽),a,,
11b,府幻の環状列石 府幻的环状列石,8,d,e,29(枯萎的嫩芽),a,,
11b,府幻の環状列石 府幻的环状列石,9,4,6,29(枯萎的嫩芽),a,,
11b,府幻の環状列石 府幻的环状列石,10,7,6,29(枯萎的嫩芽),a,,
11b,府幻の環状列石 府幻的环状列石,11,c,6,29(枯萎的嫩芽),a,,
11b,府幻の環状列石 府幻的环状列石,12,6,e,29(枯萎的嫩芽),a,,
11b,府幻の環状列石 府幻的环状列石,13,a,f,29(枯萎的嫩芽),a,,
11b,府幻の環状列石 府幻的环状列石,14,4,b,29(枯萎的嫩芽),a,,
11b,府幻の環状列石 府幻的环状列石,15,a,a,29(枯萎的嫩芽),a,,
11b,府幻の環状列石 府幻的环状列石,16,8,1,9,,,
11b,府幻の環状列石 府幻的环状列石,17,3,7,9,,,
11b,府幻の環状列石 府幻的环状列石,18,d,7,9,,,
11b,府幻の環状列石 府幻的环状列石,19,5,e,9,,,
11b,府幻の環状列石 府幻的环状列石,20,b,e,9,,,
11b,府幻の環状列石 府幻的环状列石,21,8,5,3f,,,
11b,府幻の環状列石 府幻的环状列石,22,8,3,22,,,
11b,府幻の環状列石 府幻的环状列石,23,a,1,8(宝物堆),209,1,
11b,府幻の環状列石 府幻的环状列石,24,8,c,f(治愈点),,,
11c,府幻の鏡柱殿 府幻的镜柱殿,0,5,5,20(挖掘点),5,,
11c,府幻の鏡柱殿 府幻的镜柱殿,1,2,a,20(挖掘点),23,7,
11c,府幻の鏡柱殿 府幻的镜柱殿,2,a,1,1c,11,,
11c,府幻の鏡柱殿 府幻的镜柱殿,3,1,3,1c,11,,
11c,府幻の鏡柱殿 府幻的镜柱殿,4,1,a,2b,28,,
11c,府幻の鏡柱殿 府幻的镜柱殿,5,7,2,2b,28,,
11c,府幻の鏡柱殿 府幻的镜柱殿,6,4,a,9,,,
11c,府幻の鏡柱殿 府幻的镜柱殿,7,3,6,22,,,
11c,府幻の鏡柱殿 府幻的镜柱殿,8,3,3,f(治愈点),,,
11c,府幻の鏡柱殿 府幻的镜柱殿,9,3,3,10,,,
11d,府幻の竜骨堂 府幻的龙骨堂,0,9,8,1f(采集点),6,,
11d,府幻の竜骨堂 府幻的龙骨堂,1,2,1,20(挖掘点),24,5,
11d,府幻の竜骨堂 府幻的龙骨堂,2,8,9,1c,11,,
11d,府幻の竜骨堂 府幻的龙骨堂,3,6,1,1c,11,,
11d,府幻の竜骨堂 府幻的龙骨堂,4,3,4,1c,11,,
11d,府幻の竜骨堂 府幻的龙骨堂,5,6,5,2c,50,,
11d,府幻の竜骨堂 府幻的龙骨堂,6,a,6,22,,,
11d,府幻の竜骨堂 府幻的龙骨堂,7,9,1,8(宝物堆),11d,1,
11d,府幻の竜骨堂 府幻的龙骨堂,8,9,b,8(宝物堆),cd,5,
11d,府幻の竜骨堂 府幻的龙骨堂,9,f,6,7,96c,1,
11d,府幻の竜骨堂 府幻的龙骨堂,10,5,7,f(治愈点),,,
11d,府幻の竜骨堂 府幻的龙骨堂,11,5,7,10,,,
11d,府幻の竜骨堂 府幻的龙骨堂,12,6,b,21,25,,
11e,荒んだ北山峡 荒芜的北山峡,0,11,f,2(出击门),,,
11e,荒んだ北山峡 荒芜的北山峡,1,4,9,2(出击门),,,
11e,荒んだ北山峡 荒芜的北山峡,2,7,8,5(刷怪旋涡),4,a,
11e,荒んだ北山峡 荒芜的北山峡,3,a,c,5(刷怪旋涡),5,8,
11e,荒んだ北山峡 荒芜的北山峡,4,6,f,5(刷怪旋涡),6,7,
11e,荒んだ北山峡 荒芜的北山峡,5,c,f,5(刷怪旋涡),5,8,
11e,荒んだ北山峡 荒芜的北山峡,6,4,3,1f(采集点),33,6,
11e,荒んだ北山峡 荒芜的北山峡,7,a,3,1f(采集点),33,4,
11e,荒んだ北山峡 荒芜的北山峡,8,c,5,1f(采集点),33,7,
11e,荒んだ北山峡 荒芜的北山峡,9,11,a,1f(采集点),33,6,
11e,荒んだ北山峡 荒芜的北山峡,10,3,10,1f(采集点),33,6,
11e,荒んだ北山峡 荒芜的北山峡,11,a,7,20(挖掘点),33,7,
11e,荒んだ北山峡 荒芜的北山峡,12,b,7,20(挖掘点),33,7,
11e,荒んだ北山峡 荒芜的北山峡,13,f,a,20(挖掘点),33,5,
11e,荒んだ北山峡 荒芜的北山峡,14,a,a,1c,12,,
11e,荒んだ北山峡 荒芜的北山峡,15,10,8,1c,13,,
11e,荒んだ北山峡 荒芜的北山峡,16,2,8,1c,12,,
11e,荒んだ北山峡 荒芜的北山峡,17,6,10,1c,13,,
11e,荒んだ北山峡 荒芜的北山峡,18,9,1,2b,28,,
11e,荒んだ北山峡 荒芜的北山峡,19,c,1,2b,28,,
11e,荒んだ北山峡 荒芜的北山峡,20,f,1,2b,28,,
11e,荒んだ北山峡 荒芜的北山峡,21,10,1,2b,28,,
11e,荒んだ北山峡 荒芜的北山峡,22,11,1,2b,28,,
11e,荒んだ北山峡 荒芜的北山峡,23,10,c,2b,28,,
11e,荒んだ北山峡 荒芜的北山峡,24,2,b,2a(破损的石碑),14,,
11e,荒んだ北山峡 荒芜的北山峡,25,f,6,29(枯萎的嫩芽),a,,
11e,荒んだ北山峡 荒芜的北山峡,26,3,4,29(枯萎的嫩芽),a,,
11e,荒んだ北山峡 荒芜的北山峡,27,7,b,e,,,
11e,荒んだ北山峡 荒芜的北山峡,28,d,b,e,,,
11e,荒んだ北山峡 荒芜的北山峡,29,9,e,7,b17,1,
11e,荒んだ北山峡 荒芜的北山峡,30,7,a,7,7d9,1,
11e,荒んだ北山峡 荒芜的北山峡,31,d,a,7,842,1,
11e,荒んだ北山峡 荒芜的北山峡,32,1,2,8(宝物堆),1f7,2,
11e,荒んだ北山峡 荒芜的北山峡,33,1,3,8(宝物堆),12e,2,
11e,荒んだ北山峡 荒芜的北山峡,34,1,9,8(宝物堆),11a,1,
11e,荒んだ北山峡 荒芜的北山峡,35,10,10,8(宝物堆),d7,5,
11e,荒んだ北山峡 荒芜的北山峡,36,d,8,8(宝物堆),d0,3,
11e,荒んだ北山峡 荒芜的北山峡,37,2,7,21,25,,
11e,荒んだ北山峡 荒芜的北山峡,38,3,f,13,,,
11e,荒んだ北山峡 荒芜的北山峡,39,10,d,13,,,
12d,竜閣の城砦 龙阁城砦,0,b,7,2(出击门),,,
12d,竜閣の城砦 龙阁城砦,1,5,a,5(刷怪旋涡),4,a,
12d,竜閣の城砦 龙阁城砦,2,5,f,5(刷怪旋涡),4,a,
12d,竜閣の城砦 龙阁城砦,3,4,8,20(挖掘点),25,5,
12d,竜閣の城砦 龙阁城砦,4,5,8,20(挖掘点),25,5,
12d,竜閣の城砦 龙阁城砦,5,6,5,20(挖掘点),25,6,
12d,竜閣の城砦 龙阁城砦,6,8,1,1f(采集点),25,6,
12d,竜閣の城砦 龙阁城砦,7,3,6,1c,11,,
12d,竜閣の城砦 龙阁城砦,8,4,c,1c,11,,
12d,竜閣の城砦 龙阁城砦,9,8,d,1c,11,,
12d,竜閣の城砦 龙阁城砦,10,3,13,1c,11,,
12d,竜閣の城砦 龙阁城砦,11,1,11,2b,28,,
12d,竜閣の城砦 龙阁城砦,12,4,11,2b,28,,
12e,竜閣の強襲路 龙阁强袭路,0,b,7,2(出击门),,,
12e,竜閣の強襲路 龙阁强袭路,1,5,a,5(刷怪旋涡),5,8,
12e,竜閣の強襲路 龙阁强袭路,2,4,8,20(挖掘点),25,5,
12e,竜閣の強襲路 龙阁强袭路,3,5,8,20(挖掘点),25,5,
12e,竜閣の強襲路 龙阁强袭路,4,6,5,20(挖掘点),25,6,
12e,竜閣の強襲路 龙阁强袭路,5,8,1,1f(采集点),25,6,
12e,竜閣の強襲路 龙阁强袭路,6,6,2,1c,11,,
12e,竜閣の強襲路 龙阁强袭路,7,7,7,1c,11,,
12e,竜閣の強襲路 龙阁强袭路,8,b,a,1c,11,,
12e,竜閣の強襲路 龙阁强袭路,9,1,2,8(宝物堆),187,5,
12e,竜閣の強襲路 龙阁强袭路,10,1,3,8(宝物堆),840,1,
12e,竜閣の強襲路 龙阁强袭路,11,1,4,8(宝物堆),1f9,5,
12e,竜閣の強襲路 龙阁强袭路,12,2,4,8(宝物堆),8a1,1,
12e,竜閣の強襲路 龙阁强袭路,13,3,2,8(宝物堆),121,2,
12e,竜閣の強襲路 龙阁强袭路,14,3,3,8(宝物堆),a30,1,
12e,竜閣の強襲路 龙阁强袭路,15,3,4,8(宝物堆),1fa,5,
12e,竜閣の強襲路 龙阁强袭路,16,2,3,7,5e3,1,
12e,竜閣の強襲路 龙阁强袭路,17,2,1,6,6,1,
12e,竜閣の強襲路 龙阁强袭路,18,5,1,6,2,4,
12e,竜閣の強襲路 龙阁强袭路,19,8,a,18,2,,
12e,竜閣の強襲路 龙阁强袭路,20,7,c,19,2,,
12e,竜閣の強襲路 龙阁强袭路,21,5,d,19,2,,
12e,竜閣の強襲路 龙阁强袭路,22,2,6,2b,28,,
12e,竜閣の強襲路 龙阁强袭路,23,2,8,2b,28,,
12e,竜閣の強襲路 龙阁强袭路,24,c,a,2b,28,,
12e,竜閣の強襲路 龙阁强袭路,25,1,7,2c,50,,
169,凍てつく湖畔 冰封的湖畔,0,6,5,20(挖掘点),6,,
169,凍てつく湖畔 冰封的湖畔,1,d,2,20(挖掘点),12,6,
169,凍てつく湖畔 冰封的湖畔,2,d,3,20(挖掘点),12,5,
169,凍てつく湖畔 冰封的湖畔,3,6,a,1f(采集点),13,6,
169,凍てつく湖畔 冰封的湖畔,4,7,a,1f(采集点),13,5,
169,凍てつく湖畔 冰封的湖畔,5,9,6,1c,6,,
169,凍てつく湖畔 冰封的湖畔,6,1,1,7,b1f,1,
169,凍てつく湖畔 冰封的湖畔,7,1,5,8(宝物堆),188,5,
169,凍てつく湖畔 冰封的湖畔,8,4,3,2b,28,,
169,凍てつく湖畔 冰封的湖畔,9,6,3,2b,28,,
169,凍てつく湖畔 冰封的湖畔,10,d,5,2b,28,,
169,凍てつく湖畔 冰封的湖畔,11,7,8,f(治愈点),,,
169,凍てつく湖畔 冰封的湖畔,12,1,6,21,22,,
16a,閉ざされた氷都市 封闭的冰都市,0,2,c,10,,,
16a,閉ざされた氷都市 封闭的冰都市,1,3,6,20(挖掘点),1f,5,
16a,閉ざされた氷都市 封闭的冰都市,2,6,9,20(挖掘点),1f,5,
16a,閉ざされた氷都市 封闭的冰都市,3,3,19,20(挖掘点),1f,5,
16a,閉ざされた氷都市 封闭的冰都市,4,b,c,20(挖掘点),1f,6,
16a,閉ざされた氷都市 封闭的冰都市,5,5,e,1c,f,,
16a,閉ざされた氷都市 封闭的冰都市,6,6,17,1c,f,,
16a,閉ざされた氷都市 封闭的冰都市,7,1,8,1c,f,,
16a,閉ざされた氷都市 封闭的冰都市,8,b,1,8(宝物堆),afd,1,
16a,閉ざされた氷都市 封闭的冰都市,9,1,19,7,b17,1,
16a,閉ざされた氷都市 封闭的冰都市,10,1,18,e,,,
16a,閉ざされた氷都市 封闭的冰都市,11,7,2,9,,,
16a,閉ざされた氷都市 封闭的冰都市,12,1,f,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,13,1,13,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,14,1,15,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,15,2,10,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,16,2,12,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,17,2,14,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,18,3,11,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,19,3,13,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,20,3,15,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,21,4,10,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,22,4,12,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,23,4,14,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,24,5,11,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,25,5,13,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,26,5,15,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,27,6,10,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,28,6,12,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,29,6,14,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,30,6,16,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,31,7,f,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,32,7,11,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,33,7,13,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,34,9,10,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,35,9,14,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,36,a,f,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,37,a,11,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,38,a,13,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,39,a,15,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,40,b,10,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,41,b,12,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,42,b,14,25,2,,
16a,閉ざされた氷都市 封闭的冰都市,43,8,12,f(治愈点),,,
16a,閉ざされた氷都市 封闭的冰都市,44,8,b,21,23,,
16b,紅魔の扉 红魔之门,0,6,a,f(治愈点),,,
16b,紅魔の扉 红魔之门,1,6,a,10,,,
16b,紅魔の扉 红魔之门,2,a,8,5(刷怪旋涡),2,17,
16b,紅魔の扉 红魔之门,3,a,c,5(刷怪旋涡),4,c,
16b,紅魔の扉 红魔之门,4,12,c,5(刷怪旋涡),6,8,
16b,紅魔の扉 红魔之门,5,3,6,5(刷怪旋涡),3,f,
16b,紅魔の扉 红魔之门,6,11,6,5(刷怪旋涡),3,f,
16b,紅魔の扉 红魔之门,7,1,6,1c,20,,
16b,紅魔の扉 红魔之门,8,11,2,1c,20,,
16b,紅魔の扉 红魔之门,9,13,9,1c,20,,
16b,紅魔の扉 红魔之门,10,5,8,1c,20,,
16b,紅魔の扉 红魔之门,11,c,11,1c,20,,
16b,紅魔の扉 红魔之门,12,11,e,7,7d9,1,
16b,紅魔の扉 红魔之门,13,13,e,7,3ff,1,
16b,紅魔の扉 红魔之门,14,6,5,8(宝物堆),d3,1,
16b,紅魔の扉 红魔之门,15,e,6,8(宝物堆),d4,2,
16b,紅魔の扉 红魔之门,16,5,12,8(宝物堆),11c,2,
16b,紅魔の扉 红魔之门,17,2,11,9,,,
16b,紅魔の扉 红魔之门,18,12,e,21,24,,
16b,紅魔の扉 红魔之门,19,6,2,17(陷阱),2,,
16b,紅魔の扉 红魔之门,20,10,3,17(陷阱),2,,
16b,紅魔の扉 红魔之门,21,9,7,18,2,,
16b,紅魔の扉 红魔之门,22,e,e,18,2,,
16b,紅魔の扉 红魔之门,23,f,11,19,2,,
16b,紅魔の扉 红魔之门,24,7,c,19,2,,
16b,紅魔の扉 红魔之门,25,a,6,f(治愈点),,,
16b,紅魔の扉 红魔之门,26,f,12,f(治愈点),,,
16c,歪滅妖の裂け目 歪灭妖的裂缝,0,c,8,10,,,
16c,歪滅妖の裂け目 歪灭妖的裂缝,1,5,2,5(刷怪旋涡),3,c,
16c,歪滅妖の裂け目 歪灭妖的裂缝,2,4,7,5(刷怪旋涡),4,a,
16c,歪滅妖の裂け目 歪灭妖的裂缝,3,9,c,5(刷怪旋涡),5,8,
16c,歪滅妖の裂け目 歪灭妖的裂缝,4,e,8,5(刷怪旋涡),2,12,
16c,歪滅妖の裂け目 歪灭妖的裂缝,5,f,8,5(刷怪旋涡),3,c,
16c,歪滅妖の裂け目 歪灭妖的裂缝,6,1,b,5(刷怪旋涡),3,5,
16c,歪滅妖の裂け目 歪灭妖的裂缝,7,1,c,5(刷怪旋涡),4,5,
16c,歪滅妖の裂け目 歪灭妖的裂缝,8,1,d,5(刷怪旋涡),3,5,
16c,歪滅妖の裂け目 歪灭妖的裂缝,9,4,a,5(刷怪旋涡),2,3,
16c,歪滅妖の裂け目 歪灭妖的裂缝,10,4,e,5(刷怪旋涡),2,3,
16c,歪滅妖の裂け目 歪灭妖的裂缝,11,f,e,1c,20,,
16c,歪滅妖の裂け目 歪灭妖的裂缝,12,e,e,21,24,,
16c,歪滅妖の裂け目 歪灭妖的裂缝,13,2,2,7,4b9,1,
16c,歪滅妖の裂け目 歪灭妖的裂缝,14,f,a,7,581,1,
16c,歪滅妖の裂け目 歪灭妖的裂缝,15,c,e,7,842,1,
16c,歪滅妖の裂け目 歪灭妖的裂缝,16,2,3,8(宝物堆),d3,1,
16c,歪滅妖の裂け目 歪灭妖的裂缝,17,1,7,8(宝物堆),119,3,
16c,歪滅妖の裂け目 歪灭妖的裂缝,18,c,b,11,2,,
16c,歪滅妖の裂け目 歪灭妖的裂缝,19,b,1,11,2,,
16c,歪滅妖の裂け目 歪灭妖的裂缝,20,4,4,11,2,,
16c,歪滅妖の裂け目 歪灭妖的裂缝,21,8,7,11,2,,
16c,歪滅妖の裂け目 歪灭妖的裂缝,22,2,5,f(治愈点),,,
16c,歪滅妖の裂け目 歪灭妖的裂缝,23,7,9,5(刷怪旋涡),3,f,
16c,歪滅妖の裂け目 歪灭妖的裂缝,24,8,9,5(刷怪旋涡),3,f,
16c,歪滅妖の裂け目 歪灭妖的裂缝,25,9,9,5(刷怪旋涡),3,f,
16c,歪滅妖の裂け目 歪灭妖的裂缝,26,1,1,1e,,,
17d,ブネの歪巣 布涅的歪巢,0,3,d,2(出击门),,,
17d,ブネの歪巣 布涅的歪巢,1,10,d,2(出击门),,,
17d,ブネの歪巣 布涅的歪巢,2,2,11,2(出击门),,,
17d,ブネの歪巣 布涅的歪巢,3,b,b,f(治愈点),,,
17d,ブネの歪巣 布涅的歪巢,4,b,b,10,,,
17d,ブネの歪巣 布涅的歪巢,5,6,d,f(治愈点),,,
17d,ブネの歪巣 布涅的歪巢,6,6,d,10,,,
17d,ブネの歪巣 布涅的歪巢,7,c,2,1c,20,,
17d,ブネの歪巣 布涅的歪巢,8,7,a,1c,20,,
17d,ブネの歪巣 布涅的歪巢,9,c,a,1c,20,,
17d,ブネの歪巣 布涅的歪巢,10,1,e,1c,20,,
17d,ブネの歪巣 布涅的歪巢,11,8,12,1c,20,,
17d,ブネの歪巣 布涅的歪巢,12,c,7,1c,20,,
17d,ブネの歪巣 布涅的歪巢,13,9,6,1c,20,,
17d,ブネの歪巣 布涅的歪巢,14,7,5,8(宝物堆),d4,2,
17e,歪みの滅妖駅 歪曲的灭妖车站,0,a,13,2(出击门),,,
17e,歪みの滅妖駅 歪曲的灭妖车站,1,a,a,f(治愈点),,,
17e,歪みの滅妖駅 歪曲的灭妖车站,2,a,a,10,,,
17e,歪みの滅妖駅 歪曲的灭妖车站,3,4,2,5(刷怪旋涡),4,f,
17f,千足の魔神列車 千足的魔神列车,0,c,a,f(治愈点),,,
17f,千足の魔神列車 千足的魔神列车,1,c,a,10,,,
17f,千足の魔神列車 千足的魔神列车,2,b,5,1c,20,,
17f,千足の魔神列車 千足的魔神列车,3,e,3,1c,20,,
