说话人名称:说话人ID:日文原文（出现多次）,章节_1,当前翻译_1,章节_2,当前翻译_2,章节_3,当前翻译_3,章节_4,当前翻译_4,章节_5,当前翻译_5,章节_6,当前翻译_6,章节_7,当前翻译_7,章节_8,当前翻译_8,章节_9,当前翻译_9,章节_10,当前翻译_10,章节_11,当前翻译_11,章节_12,当前翻译_12,章节_13,当前翻译_13,章节_14,当前翻译_14,章节_15,当前翻译_15,章节_16,当前翻译_16,章节_17,当前翻译_17,章节_18,当前翻译_18,章节_19,当前翻译_19,章节_20,当前翻译_20,章节_21,当前翻译_21,章节_22,当前翻译_22,章节_23,当前翻译_23,章节_24,当前翻译_24,章节_25,当前翻译_25,章节_26,当前翻译_26,章节_27,当前翻译_27,章节_28,当前翻译_28,章节_29,当前翻译_29,章节_30,当前翻译_30,章节_31,当前翻译_31,章节_32,当前翻译_32,章节_33,当前翻译_33,章节_34,当前翻译_34,章节_35,当前翻译_35,章节_36,当前翻译_36,章节_37,当前翻译_37,章节_38,当前翻译_38,章节_39,当前翻译_39,章节_40,当前翻译_40,章节_41,当前翻译_41,章节_42,当前翻译_42,章节_43,当前翻译_43,章节_44,当前翻译_44,章节_45,当前翻译_45,章节_46,当前翻译_46,章节_47,当前翻译_47,章节_48,当前翻译_48,章节_49,当前翻译_49,章节_50,当前翻译_50,章节_51,当前翻译_51,章节_52,当前翻译_52,章节_53,当前翻译_53,章节_54,当前翻译_54,章节_55,当前翻译_55,章节_56,当前翻译_56,章节_57,当前翻译_57,章节_58,当前翻译_58,章节_59,当前翻译_59,章节_60,当前翻译_60,章节_61,当前翻译_61,章节_62,当前翻译_62,章节_63,当前翻译_63,章节_64,当前翻译_64,章节_65,当前翻译_65,章节_66,当前翻译_66,章节_67,当前翻译_67,章节_68,当前翻译_68,章节_69,当前翻译_69,章节_70,当前翻译_70,章节_71,当前翻译_71,章节_72,当前翻译_72,章节_73,当前翻译_73,章节_74,当前翻译_74,章节_75,当前翻译_75,章节_76,当前翻译_76,章节_77,当前翻译_77,章节_78,当前翻译_78,章节_79,当前翻译_79,章节_80,当前翻译_80
フィア:2:「今回追加されたマップはこれだよー！」,$5$SC2360,「这次追加的地图就是这个——！」,$5$SC2360,「这次追加的地图就是这个——！」,$5$SC2360,「这次追加的地图就是这个——！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「私ね、『<ruby>神響<rt>しんきょう</rt></ruby>の<ruby>霞廊<rt>さんろ</rt></ruby>』に行きたいの」,SC0160,「我啊，想去『神响霞廊』」,SC0160,「我啊，想去『神响霞廊』」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「先に進もう。私と城砦が、世界から許される方法を見つける為に」,SC0190,「前进吧。为了找到让世界接纳我和城砦的方法」,SC0190,「前进吧。为了找到让世界接纳我和城砦的方法」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「理由は、どうしても思い出せない。だけど絶対に行かないといけないんだ」,SC0160,「理由我怎么也想不起来。但无论如何都非去不可」,SC0160,「理由我怎么也想不起来。但无论如何都非去不可」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「」,SC0010,「……」,SC2270,「……」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フォルネウス:18:「ついばんで肉片にして食ってやると言っています」,SC6810,「它说，要把你们啄成肉片吃掉。」,SC6810,「它说，要把你们啄成肉片吃掉。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フォルネウス:18:「」,SC0310,「……」,SP2802,「……」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フォルネウス:18:「かわいい」,SP2802,「……真可爱」,SP2802,「……真可爱」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「『<ruby>神響<rt>しんきょう</rt></ruby>の<ruby>霞廊<rt>さんろ</rt></ruby>』に行けば、切り離す方法が判明すると？」,SC0160,「前往『神响霞廊』，分离的方法就能查明，是吗？」,SC0160,「前往『神响霞廊』，分离的方法就能查明，是吗？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「いいでしょう。グアラクーナ城砦の<ruby>排斥<rt>はいせき</rt></ruby>を一時延期と致します」,SC0160,「好吧。将古亚拉库娜城砦的排斥暂时延期」,SC0160,「好吧。将古亚拉库娜城砦的排斥暂时延期」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「いえ、<ruby>征炎衆<rt>せいえんしゅう</rt></ruby>の大部分は駐屯地に滞在し、引き続きインフルース王国内の調査をしてもらいます」,SC0160,「不，征炎众的大部分人会留在驻屯地，继续在因夫鲁斯王国内进行调查」,SC0160,「不，征炎众的大部分人会留在驻屯地，继续在因夫鲁斯王国内进行调查」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「インフルース王国、そしてフィユシア教には対外的にマーズテリア神殿とフィア様が協力関係にあると示したくない。征炎衆にはそういった役目も引き受けてもらいます」,SC0160,「我们不希望因夫鲁斯王国与菲优希亚教在表面上看出马兹忒利亚神殿与菲亚大人是合作关系。这份差事也要拜托征炎众来承担」,SC0160,「我们不希望因夫鲁斯王国与菲优希亚教在表面上看出马兹忒利亚神殿与菲亚大人是合作关系。这份差事也要拜托征炎众来承担」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「カルメルグ殿が不在ならば、代理の者を立てるべきでしょう」,SC0190,「既然卡尔梅尔格阁下不在，就应该另立代理人吧」,SC0190,「既然卡尔梅尔格阁下不在，就应该另立代理人吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「この場で我らを<ruby>退<rt>しりぞ</rt></ruby>けても、マーズテリアが役目を放棄することなどありません」,SC0160,「即便在此击退我等，马兹忒利亚也绝不会放弃自己的职责」,SC0160,「即便在此击退我等，马兹忒利亚也绝不会放弃自己的职责」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「これは監視の意味も含めております。城砦が『<ruby>禁忌<rt>きんき</rt></ruby>』としての振る舞いを見せたとき、すぐに破壊の実行に移るしかなくなる」,SC0160,「这当中也包含监视的意味。一旦城砦表现出‘禁忌’的行为，我便只能立即着手执行破坏」,SC0160,「这当中也包含监视的意味。一旦城砦表现出‘禁忌’的行为，我便只能立即着手执行破坏」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「そうなります」,SC0160,「正是如此」,SC0160,「正是如此」,SC0650,「正是如此」,SC0650,「正是如此」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「それでは戦後処理があるのでこの場は失礼致します。後ほど城砦へ伺うことになるでしょう」,SC0160,「那么，我还有战后处理要办，就此失陪。稍后应该会前往城砦拜访」,SC0160,「那么，我还有战后处理要办，就此失陪。稍后应该会前往城砦拜访」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「つまり、いずれ城砦が壊されることは構わない。だが少しばかり<ruby>使徒<rt>しと</rt></ruby>である貴方が信仰を<ruby>捧<rt>ささ</rt></ruby>ぐ“フィア様のみを救う”為に、待って欲しいと？」,SC0160,「也就是说，你们不介意城砦迟早被摧毁，只是希望我等稍作等待，好让身为使徒的您，为‘只拯救菲亚大人’而献上信仰，是吗？」,SC0160,「也就是说，你们不介意城砦迟早被摧毁，只是希望我等稍作等待，好让身为使徒的您，为‘只拯救菲亚大人’而献上信仰，是吗？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「ならば、なにを<ruby>以<rt>もっ</rt></ruby>て歩み寄ろうと言うのです？」,SC0160,「那么，你们打算以什么为依据来彼此让步呢？」,SC0160,「那么，你们打算以什么为依据来彼此让步呢？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「なるほど、貴方の言う解決とは“なにも損なわない未来”のことを言っているのですか」,SC0160,「原来如此，您所说的解决，是指‘谁也不受损失的未来’吗」,SC0160,「原来如此，您所说的解决，是指‘谁也不受损失的未来’吗」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「フィア様、よろしくお願い致します」,SC0160,「菲亚大人，今后请多关照」,SC0160,「菲亚大人，今后请多关照」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「マーズテリアからの使命を第一優先としますが、それ以外では手を貸します。共に戦うこともあるでしょう」,SC0160,「我会把马兹忒利亚的使命放在第一位，但除此以外，我会施以援手。想必也会有并肩作战的时候」,SC0160,「我会把马兹忒利亚的使命放在第一位，但除此以外，我会施以援手。想必也会有并肩作战的时候」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「マーズテリア神殿『<ruby>征炎衆<rt>せいえんしゅう</rt></ruby>』所属。<ruby>階級第六位<rt>パワーズ</rt></ruby>、名を『ミクシュアナ』と申します。以後お見知りおきを」,SC0070,「隶属马兹忒利亚神殿『征炎众』。<ruby>阶级第六位<rt>能天使</rt></ruby>，名叫『米克修亚娜』。今后请多关照」,SC0070,「隶属马兹忒利亚神殿『征炎众』。<ruby>阶级第六位<rt>能天使</rt></ruby>，名叫『米克修亚娜』。今后请多关照」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「もし我らが交渉に応じれば、フィア様とグアラクーナ城砦が、マーズテリアの益になる為の行動を取ると？」,SC0160,「若我等答应谈判，菲亚大人与古亚拉库娜城砦就会采取对马兹忒利亚有利的行动，是吗？」,SC0160,「若我等答应谈判，菲亚大人与古亚拉库娜城砦就会采取对马兹忒利亚有利的行动，是吗？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「何度でも、城砦が存在する限り<ruby>追撃<rt>ついげき</rt></ruby>をかけるでしょう」,SC0160,「只要城砦存在一天，我等便会无数次发起追击吧」,SC0160,「只要城砦存在一天，我等便会无数次发起追击吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「我が主よ、申し訳ありません。マーズテリアの名を、汚してしまいましたっ」,$5$SC6320,「我的主人，万分抱歉。我玷污了马兹忒利亚之名……！」,SC6300,「我的主人，万分抱歉。我玷污了马兹忒利亚之名……！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「期間。延期に目安を設けると希望はあるのですか」,SC0160,「期限。为延期设定期限……您是有希望的吗」,SC0160,「期限。为延期设定期限……您是有希望的吗」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「貴方がたに時間を与えれば、それが<ruby>叶<rt>かな</rt></ruby>えられると？」,SC0160,「若给诸位时间，你们就能实现它吗？」,SC0160,「若给诸位时间，你们就能实现它吗？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「軍事利用をするつもりはないと、戦闘前にあれほどの<ruby>啖呵<rt>たんか</rt></ruby>をきった者の言葉とは思えませんね。それに、マーズテリアにとってあまり意味がない」,SC0160,「在战斗前放下那样狠话的人，竟说无意将军用化——实在令人难以置信。而且，这对我马兹忒利亚而言也没有多大意义」,SC0160,「在战斗前放下那样狠话的人，竟说无意将军用化——实在令人难以置信。而且，这对我马兹忒利亚而言也没有多大意义」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「互いに利用し合う妥協点、ですか。上手い落としどころもあったものです」,SC0160,「彼此利用的妥协点，吗。倒也是个巧妙的落点」,SC0160,「彼此利用的妥协点，吗。倒也是个巧妙的落点」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「今回はその途中にてグアラクーナ城砦の<ruby>禁忌<rt>きんき</rt></ruby>に行き当たりましたが、調査の本命はそこにありません」,SC0160,「此行途中虽撞见了古亚拉库娜城砦的禁忌，但调查的真正目标并不在此」,SC0160,「此行途中虽撞见了古亚拉库娜城砦的禁忌，但调查的真正目标并不在此」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「少し、短絡が過ぎると思われますが。根拠がない未来を語られても交渉の材料には成り得ない」,SC0160,「恕我直言，这未免有些武断了。即便谈论一个毫无依据的未来，也无法成为谈判的筹码」,SC0160,「恕我直言，这未免有些武断了。即便谈论一个毫无依据的未来，也无法成为谈判的筹码」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「条件は『マーズテリア神殿の者に<ruby>神響<rt>しんきょう</rt></ruby>の<ruby>霞廊<rt>さんろ</rt></ruby>の調査をさせること』。つまり私への協力です。期間内は城砦に移り住むことになるでしょう」,SC0160,「条件是‘允许马兹忒利亚神殿之人调查神响霞廊’。也就是协助我。期限之内，我会搬进城砦居住吧」,SC0160,「条件是‘允许马兹忒利亚神殿之人调查神响霞廊’。也就是协助我。期限之内，我会搬进城砦居住吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「神の力を使用する禁忌の兵器だからこそ、閉ざされた聖地へと侵入する力となり得る可能性がある中々にして、魅力的な提案に思えます」,SC0160,「正因为是动用神之力量的禁忌兵器，才可能成为侵入封闭圣地之力——这实在是个颇具魅力的提议」,SC0160,「正因为是动用神之力量的禁忌兵器，才可能成为侵入封闭圣地之力——这实在是个颇具魅力的提议」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「非才の身ですが、条件が整っている限りは貴女をお守りすると約束しましょう」,SC0160,「我虽才疏学浅，但只要条件齐备，便向您承诺，定会守护您」,SC0160,「我虽才疏学浅，但只要条件齐备，便向您承诺，定会守护您」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「目的ですか」,SC0160,「目标吗」,SC0160,「目标吗」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「目的地。フィア様、城砦を用いて行きたい場所があると、<ruby>仰<rt>おっしゃ</rt></ruby>っていましたね」,SC0160,「目的地……。菲亚大人曾说过，有想借助城砦前往的地方，对吧」,SC0160,「目的地……。菲亚大人曾说过，有想借助城砦前往的地方，对吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「それで、互いが歩み寄る為の妥協点、とは？」,SC0160,「……那么，双方彼此让步的妥协点，是什么呢？」,SC0160,「……那么，双方彼此让步的妥协点，是什么呢？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「はったり、ということですか」,SC0160,「……也就是说，那是虚张声势吗」,SC0160,「……也就是说，那是虚张声势吗」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「フィユシア教の聖地ですね」,SC0160,「……那是菲优希亚教的圣地吧」,SC0160,「……那是菲优希亚教的圣地吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「私がマーズテリア神殿から<ruby>拝命<rt>はいめい</rt></ruby>した役目は、インフルース王国と、フィユシア教の内部調査です」,SC0160,「……我从马兹忒利亚神殿领受的职责，是对因夫鲁斯王国与菲优希亚教进行内部调查」,SC0160,「……我从马兹忒利亚神殿领受的职责，是对因夫鲁斯王国与菲优希亚教进行内部调查」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「理屈の上では、そうなりますね」,SC0160,「……从道理上讲，正是如此」,SC0160,「……从道理上讲，正是如此」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「えんき」,SC0160,「…………延期」,SC0160,「…………延期」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミクシュアナ:9:「なるほど、そういうことですか」,SC0160,「…………原来如此，是这样啊」,SC0160,「…………原来如此，是这样啊」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミケユ:4:「お湯だから大丈夫だよ。たぶん」,SP0162,「是热水所以没关系啦。大概吧」,SP0163,「是热水所以没关系啦。大概吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
